table_id_hex	table_id_dec	archive_value	primary_wasm_func	dump_line	namespace	declaring_type_context	signature
0x73D0	29648	45383	48173	3704		CheatControl	public void RerollMysteryAdventureDiscountShop() { }
0x73D1	29649	45379	48173	3707		CheatControl	public void ClearMysteryAdventureDiscountShopPurchases() { }
0x73D2	29650	130619	48173	3710		CheatControl	public void CloseMysteryAdventureDiscountShop() { }
0x73D3	29651	130614	48194	3714		CheatControl	private UniTaskVoid OpenMysteryAdventureDiscountShopAsync() { }
0x73D4	29652	45378	48194	3717		CheatControl	public void OpenMysteryAdventureRuinsEvent(int eventId = 0) { }
0x73D5	29653	130615	48173	3720		CheatControl	public void CloseMysteryAdventureRuinsEvent() { }
0x73D6	29654	45384	48200	3724		CheatControl	private UniTaskVoid OpenMysteryAdventureRuinsEventAsync(int eventId) { }
0x73D7	29655	45367	48194	3727		CheatControl	public void AddMysteryAdventureDiscountShopVisitCount(int count = 1) { }
0x73D8	29656	45386	48173	3730		CheatControl	public void ResetMysteryAdventureDailyTasks() { }
0x73D9	29657	4755	48073	3733		CheatControl	public void AddMysteryAdventureDailyTaskProgress(int taskType, int delta = 1, int normalParam = 0) { }
0x73DA	29658	130600	48200	3736		CheatControl	private void GrantMysteryAdventureBuildReward(int buildId, string label) { }
0x73DB	29659	45365	48107	3739		CheatControl	public bool TryGetPlayerBarracksOverrideRole(bool isEnemy, out GlobalRoleInfo roleInfo, out GlobalHeroCardInfo cardInfo, out int cardLevel, out RareLevel rareLevel, out CardFettersType fettersType, out AtkWayType atkWayType) { }
0x73DC	29660	22735	48194	3742		CheatControl	private void SetPlayerBarracksOverrideRole(string input) { }
0x73DD	29661	22732	48173	3745		CheatControl	private void ClearPlayerBarracksOverrideRole() { }
0x73DE	29662	45362	48384	3748		CheatControl	private static void RefreshPlayerBarracksRoleOverrideInBattle() { }
0x73DF	29663	22734	48556	3751		CheatControl	private bool TryResolveBarracksRole(string input, out GlobalRoleInfo roleInfo, out GlobalHeroCardInfo cardInfo) { }
0x73E0	29664	14042	48186	3754		CheatControl	private static GlobalArchitectureInfo FindBarracksArchitectureByCard(GlobalHeroCardInfo cardInfo) { }
0x73E2	29666	130599	24918	3760		CheatControl	private static void SetArenaLevelByCheat(string input) { }
0x73E3	29667	130624	48165	3763		CheatControl	private static bool TryParseArenaLevelByCheat(string input, out int arenaLevel) { }
0x73E4	29668	130612	48165	3766		CheatControl	private static int GetArenaLevelByCheat(UserArenaData data, int fallbackIndex) { }
0x73E8	29672	130620	15524	3778		CheatControl	private static void KillAllRolesInBattleList(List<RoleBehaviour> roles) { }
0x73EB	29675	130590	42693	3788		CheatControl	private static void .cctor() { }
0x73EC	29676	130597	48194	3792		CheatControl	private void <Init>b__62_9(string str) { }
0x73ED	29677	130596	48194	3796		CheatControl	private void <Init>b__62_10(string str) { }
0x73EE	29678	130595	48194	3800		CheatControl	private void <Init>b__62_12(string str) { }
0x73EF	29679	130594	48194	3804		CheatControl	private void <Init>b__62_13(string _) { }
0x73F0	29680	130593	48194	3808		CheatControl	private void <Init>b__62_14(string _) { }
0x73F1	29681	130592	48194	3812		CheatControl	private void <Init>b__62_16(string _) { }
0x73F2	29682	130591	48194	3816		CheatControl	private void <Init>b__62_26(string _) { }
0x73F7	29687	30101	31886	3105		CheatControl.<>c	internal void <Init>b__62_1(string _) { }
0x73FB	29691	69418	31863	3117		CheatControl.<>c	internal void <Init>b__62_5(string _) { }
0x73FE	29694	69427	31861	3126		CheatControl.<>c	internal void <Init>b__62_8(string str) { }
0x73FF	29695	30101	48194	3129		CheatControl.<>c	internal void <Init>b__62_11(string str) { }
0x7400	29696	69426	48194	3132		CheatControl.<>c	internal void <Init>b__62_15(string _) { }
0x7402	29698	69425	31887	3138		CheatControl.<>c	internal void <Init>b__62_18(string _) { }
0x7403	29699	69424	48194	3141		CheatControl.<>c	internal void <Init>b__62_19(string str) { }
0x7405	29701	69423	31885	3147		CheatControl.<>c	internal void <Init>b__62_21(string _) { }
0x7406	29702	69422	48194	3150		CheatControl.<>c	internal void <Init>b__62_22(string _) { }
0x7407	29703	69421	48194	3153		CheatControl.<>c	internal void <Init>b__62_23(string _) { }
0x740A	29706	69420	31883	3162		CheatControl.<>c	internal void <Init>b__62_28(string _) { }
0x741A	29722	69419	31867	3210		CheatControl.<>c	internal void <Init>b__62_44(string str) { }
0x741D	29725	55	31865	3219		CheatControl.<>c	internal void <Init>b__62_47(string str) { }
0x741E	29726	11327	48194	3243		CheatControl.<LineArenaUnLockNext>d__123	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7420	29728	11326	1033	3262		CheatControl.<OpenMysteryAdventureDiscountShopAsync>d__101	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7422	29730	11325	1033	3281		CheatControl.<OpenMysteryAdventurePanelAsync>d__86	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7424	29732	70340	1033	3301		CheatControl.<OpenMysteryAdventureRuinsEventAsync>d__104	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7425	29733	70337	48194	3325		CheatControl.<RequestOnlineBattleCorePvpArtifactChargeCheatAsync>d__79	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7426	29734	70334	48194	3350		CheatControl.<RequestOnlineBattleCorePvpGoldCheatAsync>d__72	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7427	29735	70331	48194	3376		CheatControl.<RequestOnlineBattleCorePvpHexCardCheatAsync>d__81	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7428	29736	55	48194	3400		CheatControl.<RequestOnlineBattleCorePvpResultCheatAsync>d__76	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7429	29737	55	48194	3421		CheatControl.<SendPvpBattleResultGm>d__64	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7430	29744	99202	11287	3866		FixedRandom	private void Save() { }
0x7431	29745	99200	48220	3908		MysteryAdventureGmWindow	public static bool get_ShowFloatingEntry() { }
0x7432	29746	99201	48173	3912		MysteryAdventureGmWindow	private static void set_ShowFloatingEntry(bool value) { }
0x7433	29747	99199	48220	3916		MysteryAdventureGmWindow	public static bool get_ShowWindow() { }
0x7434	29748	36935	48173	3920		MysteryAdventureGmWindow	private static void set_ShowWindow(bool value) { }
0x7435	29749	99205	48384	3923		MysteryAdventureGmWindow	public static void Toggle() { }
0x7436	29750	36936	48384	3926		MysteryAdventureGmWindow	private static void CloseMainGmPanel() { }
0x7437	29751	99204	48384	3929		MysteryAdventureGmWindow	public static void EnsureCreated() { }
0x7438	29752	36939	48173	3932		MysteryAdventureGmWindow	private void OnGUI() { }
0x7439	29753	36938	48173	3935		MysteryAdventureGmWindow	private void DrawFloatingEntry() { }
0x743A	29754	19420	48173	3938		MysteryAdventureGmWindow	private void DrawFullWindow() { }
0x743B	29755	19421	48173	3941		MysteryAdventureGmWindow	private void EnsureStyles() { }
0x743C	29756	36937	48097	3944		MysteryAdventureGmWindow	private static float CalculateAutoGuiScale() { }
0x743D	29757	36940	48173	3947		MysteryAdventureGmWindow	private void DrawScaleSlider() { }
0x743E	29758	36941	48173	3950		MysteryAdventureGmWindow	private void DrawContent() { }
0x743F	29759	99203	48186	3953		MysteryAdventureGmWindow	private static string BuildDiscountShopSummary(MysteryAdventureManager manager) { }
0x7440	29760	92119	48173	3956		MysteryAdventureGmWindow	public void .ctor() { }
0x7445	29765	19421	13905	4015		PvpRankRewardEmailGmWindow	private void EnsureStyles() { }
0x7449	29769	92122	21183	4027		PvpRankRewardEmailGmWindow	private void DrawSeasonEndTimeField() { }
0x744A	29770	92125	48255	4033		PvpRankRewardEmailGmWindow	private static long GetServerTimeMs() { }
0x744C	29772	92121	10658	4039		PvpRankRewardEmailGmWindow	private int DrawIntField(string label, int value) { }
0x744D	29773	35186	48173	4042		PvpRankRewardEmailGmWindow	private void RefreshPreview() { }
0x744E	29774	35183	48173	4045		PvpRankRewardEmailGmWindow	private void InjectLocalMail() { }
0x744F	29775	35184	48173	4057		PvpRankRewardEmailGmWindow	private void RunStartupBannerCheck() { }
0x7451	29777	92110	36779	4066		PvpRankRewardEmailGmWindow	public void .ctor() { }
0x7452	29778	35178	48220	4162		PvpSeasonStatsGmWindow	public static bool get_ShowWindow() { }
0x7453	29779	92112	48384	4165		PvpSeasonStatsGmWindow	public static void EnsureCreated() { }
0x7454	29780	92114	48173	4168		PvpSeasonStatsGmWindow	private void Update() { }
0x7455	29781	35180	48173	4171		PvpSeasonStatsGmWindow	private void OnGUI() { }
0x7456	29782	18895	48173	4174		PvpSeasonStatsGmWindow	private void DrawFullWindow() { }
0x7457	29783	19421	48173	4177		PvpSeasonStatsGmWindow	private void EnsureStyles() { }
0x7458	29784	35179	48097	4180		PvpSeasonStatsGmWindow	private static float CalculateAutoGuiScale() { }
0x7459	29785	35182	48173	4183		PvpSeasonStatsGmWindow	private void DrawScaleSlider() { }
0x745A	29786	35181	48173	4186		PvpSeasonStatsGmWindow	private void DrawContent() { }
0x745B	29787	92116	48194	4189		PvpSeasonStatsGmWindow	private void DrawField(PvpSeasonStatsGmWindow.FieldState field) { }
0x745C	29788	92113	48186	4192		PvpSeasonStatsGmWindow	private string BuildCommandPreview() { }
0x745D	29789	92115	48173	4199		PvpSeasonStatsGmWindow	private void SendSelectedFields() { }
0x745E	29790	35176	48173	4202		PvpSeasonStatsGmWindow	private void ClearSelections() { }
0x745F	29791	35177	48194	4205		PvpSeasonStatsGmWindow	private void SetInputBlockerVisible(bool visible) { }
0x7460	29792	92111	48173	4208		PvpSeasonStatsGmWindow	private void EnsureInputBlocker() { }
0x7461	29793	116949	48173	4211		PvpSeasonStatsGmWindow	public void .ctor() { }
0x7462	29794	40085	48077	4082		PvpSeasonStatsGmWindow.FieldState	public void .ctor(string key, string label, string description, string defaultValue) { }
0x7463	29795	20911	48194	4094		PvpSeasonStatsGmWindow.GUIEnabledScope	public void .ctor(bool enabled) { }
0x7464	29796	55	48173	4097		PvpSeasonStatsGmWindow.GUIEnabledScope	public void Dispose() { }
0x7488	29832	115460	40662	4640		GameClubUI	private void OnClubBtnClick() { }
0x7497	29847	32760	33812	4731		ShareUI	private void Awake() { }
0x749B	29851	79751	20259	4746		ShareUI	public void ShowPop() { }
0x74A0	29856	55	7105	4764		ShareUI	private void <ShowPop>b__15_0() { }
0x74A1	29857	60491	48194	4710		ShareUI.<Wait2Sec>d__16	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x74A2	29858	32760	48173	4806		WXSubUI	private void Awake() { }
0x74A3	29859	27846	48186	4809		WXSubUI	public bool IsGiveSideReward() { }
0x74A5	29861	60489	7105	4815		WXSubUI	private void Hide() { }
0x74A6	29862	60485	48173	4821		WXSubUI	public void ShowPop() { }
0x74A7	29863	60490	48173	4825		WXSubUI	private void Wait2Sec() { }
0x74AB	29867	60488	7105	4839		WXSubUI	private void <ShowPop>b__16_0() { }
0x74AC	29868	60486	48200	4843		WXSubUI	private void <ClickToSubGameUpdate>b__18_0(bool success, string data) { }
0x74AD	29869	60487	48194	4847		WXSubUI	private void <ClickToSubGameUpdate>b__18_2(bool x) { }
0x74AE	29870	55	48194	4851		WXSubUI	private void <ClickToSubGameUpdate>b__18_1(bool x) { }
0x74B1	29873	32689	10657	4927		RedDotNode	public void .ctor() { }
0x74B2	29874	11713	48172	4940		SimpleCounter	public void Start(float duration) { }
0x74B3	29875	11714	48173	4943		SimpleCounter	public void Reset() { }
0x74B5	29877	91664	1006	4949		SimpleCounter	public void .ctor() { }
0x74B6	29878	91663	48173	4967		RandomMotion	public void RecalculateTime() { }
0x74B7	29879	91665	48173	4970		RandomMotion	private void Start() { }
0x74B8	29880	91662	48173	4973		RandomMotion	private void OnEnable() { }
0x74B9	29881	91661	48173	4976		RandomMotion	private void Update() { }
0x74BA	29882	132664	48173	4979		RandomMotion	public void .ctor() { }
0x74BC	29884	45837	3108	4995		BoolOperator1	public void .ctor() { }
0x74BD	29885	45837	48073	5008		BoolOperator2	public override void OnStateEnter(Animator animator, AnimatorStateInfo stateInfo, int layerIndex) { }
0x74BF	29887	88572	3108	5014		BoolOperator2	public void .ctor() { }
0x74C0	29888	88573	48073	5027		ResetTimer	public override void OnStateUpdate(Animator animator, AnimatorStateInfo stateInfo, int layerIndex) { }
0x74C2	29890	61392	3108	5033		ResetTimer	public void .ctor() { }
0x74C3	29891	61394	48173	5059		VolumetricFire	private void Start() { }
0x74C4	29892	61395	48173	5062		VolumetricFire	private void OnEnable() { }
0x74C5	29893	61396	48173	5065		VolumetricFire	private void OnDisable() { }
0x74C6	29894	61393	48165	5068		VolumetricFire	private static bool IsVisible(Camera camera, Bounds bounds) { }
0x74C7	29895	28235	48200	5071		VolumetricFire	private void RenderFlames(ScriptableRenderContext context, Camera camera) { }
0x74C8	29896	28236	48172	5074		VolumetricFire	private void SetupMaterialPropertyBlock(float item) { }
0x74C9	29897	61391	48505	5077		VolumetricFire	private void CreateItem(float spacing, float item, Camera camera) { }
0x74CA	29898	133806	48173	5080		VolumetricFire	public void .ctor() { }
0x74CB	29899	49	48123	5171		BattleSfxDebugSnapshot	internal void .ctor(int requested, int started, int droppedSameClip, int droppedSameCategory, int droppedFrameBudget, int droppedSourceCap, int droppedNotLoaded, int droppedDistance, int peakActiveSfx, int prewarmFailures) { }
0x74D5	29909	11967	1309	5211		BattleSfxDebugSnapshot	internal int get_PrewarmFailures() { }
0x74D6	29910	37821	48186	5629		AudioManager	public bool get_IsBgmEnabled() { }
0x74D7	29911	2110	48186	5632		AudioManager	public bool get_IsSfxEnabled() { }
0x74D8	29912	2807	48162	5635		AudioManager	public float get_BgmVolume() { }
0x74DF	29919	137217	16215	5664		AudioManager	private static void ConfigureSfxDistances(AudioSource source) { }
0x74E0	29920	137203	48165	5670		AudioManager	internal static bool CanCreateSfxSource(bool useAggressiveWebGlBattlePolicy, int createdSfxSourceCount) { }
0x74E1	29921	137212	48165	5673		AudioManager	private bool TryPreemptBattleSfx(int incomingPriority) { }
0x74E2	29922	137204	48186	5682		AudioManager	public IEnumerator InitAudio() { }
0x74E3	29923	137206	48173	5689		AudioManager	public void StopBGM() { }
0x74E4	29924	137211	48186	5701		AudioManager	private bool ShouldBlockVoiceBubbleByMutedSetting() { }
0x74E6	29926	137210	11937	5711		AudioManager	public void StopVoiceBubble() { }
0x74E7	29927	137207	48200	5718		AudioManager	private UniTask PlaySfxAsync(AudioManager.SfxPlaybackRequest request) { }
0x74E8	29928	137209	48186	5727		AudioManager	private static int ResolveUnityAudioSourcePriority(int priority) { }
0x74E9	29929	137202	48200	5730		AudioManager	private void RecordBattlePolicyDrop(bool isBattle, AudioSfxDropReason dropReason) { }
0x74EA	29930	137215	48073	5749		AudioManager	private UniTask WarmBattleSfxWithoutPlaybackAsync(string clipPath, int requestVersion) { }
0x74EB	29931	137208	48194	5752		AudioManager	internal BattleSfxDebugSnapshot GetBattleSfxDebugSnapshot() { }
0x74EC	29932	137205	48173	5758		AudioManager	private void ResetBattleSfxDebugCounters() { }
0x74EF	29935	137214	26597	5767		AudioManager	public void SwitchSfxEnable() { }
0x74F5	29941	80146	44374	5785		AudioManager	public void .ctor() { }
0x74F6	29942	49	48343	5245		AudioManager.SfxPlaybackRequest	internal void .ctor(string clipPath, Transform target3D, float pitch, int priority, bool isBattle, BattleSfxCategory category) { }
0x74FC	29948	844	1130	5269		AudioManager.SfxPlaybackRequest	internal BattleSfxCategory get_Category() { }
0x74FD	29949	93646	48186	5273		AudioManager.SfxPlaybackRequest	internal bool get_Requires3DTarget() { }
0x74FE	29950	49	48077	5298		AudioManager.PlayingSfxInfo	internal void .ctor(AudioSource source, AudioSfxReservation reservation, int priority, int startedFrame) { }
0x74FF	29951	8894	48186	5302		AudioManager.PlayingSfxInfo	internal AudioSource get_Source() { }
0x7506	29958	30460	8348	5354		AudioManager.<EnsureAudioDataReadyAsync>d__82	private void MoveNext() { }
0x750D	29965	71042	1032	5409		AudioManager.<InitAudio>d__63	private object System.Collections.Generic.IEnumerator<System.Object>.get_Current() { }
0x7510	29968	30305	8210	5435		AudioManager.<LoadClip>d__54	private void MoveNext() { }
0x7511	29969	55	48194	5439		AudioManager.<LoadClip>d__54	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7519	29977	30229	8138	5546		AudioManager.<PrewarmBattleSfxClipAsync>d__81	private void MoveNext() { }
0x751C	29980	137118	1033	5572		AudioManager.<WarmBattleSfxWithoutPlaybackAsync>d__83	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x751D	29981	49	48136	5838		AudioSfxReservation	internal void .ctor(string clipPath, bool isBattle, BattleSfxCategory category, bool categoryReserved, int frame) { }
0x751E	29982	3476	48186	5842		AudioSfxReservation	internal string get_ClipPath() { }
0x7524	29988	137136	1281	5889		AudioPlaybackAdmissionPolicy	internal int get_BattleFramePlayCount() { }
0x7525	29989	137137	48186	5892		AudioPlaybackAdmissionPolicy	internal int get_ActiveBattleClipPathCount() { }
0x7526	29990	137139	48186	5895		AudioPlaybackAdmissionPolicy	internal int get_ActiveBattleCategoryCount() { }
0x752A	29994	137138	16211	5913		AudioPlaybackAdmissionPolicy	internal void ResetAll() { }
0x7538	30008	113035	41025	6097		FloatingTextFontConfig	private static void .cctor() { }
0x7539	30009	113036	48194	6112		HexData	public void SetKey(Vector3 worldPos) { }
0x753B	30011	113018	1006	6118		HexData	public void .ctor() { }
0x753D	30013	113015	11115	6397		HexManager	public static Vector3 GetWorldPositionFromQR(int q, int r) { }
0x753F	30015	113025	4766	6403		HexManager	public static bool TryGetHexAt(Vector3 worldPos, out HexBehaviour hex) { }
0x7540	30016	113024	48252	6406		HexManager	public static ValueTuple<Dictionary<GameObject, ValueTuple<GameObject, int, List<HexManager.HexCoord>>>, Dictionary<GameObject, ValueTuple<GameObject, int, List<HexManager.HexCoord>>>> FindMutualNearest(IEnumerable<GameObject> groupA, IEnumerable<GameObject> groupB, float maxStraightDistance) { }
0x7542	30018	113023	5145	6413		HexManager	public static HexBehaviour GetHexBehaviour(HexManager.HexCoord coord) { }
0x7543	30019	113016	48200	6416		HexManager	public static ValueTuple<int, List<HexManager.HexCoord>> FindPath(GameObject startObj, GameObject endObj) { }
0x7544	30020	113022	48165	6419		HexManager	private static bool TryGetHexCoord(GameObject obj, out HexManager.HexCoord coord) { }
0x7545	30021	113027	48200	6422		HexManager	public static ValueTuple<int, List<HexManager.HexCoord>> FindPath(HexManager.HexCoord start, HexManager.HexCoord end) { }
0x7546	30022	113026	48073	6425		HexManager	private static ValueTuple<int, List<HexManager.HexCoord>> AStarSearch(HexManager.HexCoord start, HexManager.HexCoord end, int maxAllowedPriority) { }
0x7547	30023	113020	48186	6428		HexManager	private static int CalculateHexCost(HexManager.HexCoord coord) { }
0x7548	30024	39523	48165	6431		HexManager	private static IEnumerable<HexManager.HexCoord> GetWalkableNeighbors(HexBehaviour hex, int maxAllowedPriority) { }
0x7549	30025	113019	48165	6434		HexManager	private static List<HexManager.HexCoord> ReconstructPath(Dictionary<HexManager.HexCoord, HexManager.HexCoord> cameFrom, HexManager.HexCoord end) { }
0x754A	30026	113017	48165	6437		HexManager	public static int HexDistance(HexManager.HexCoord a, HexManager.HexCoord b) { }
0x754B	30027	113021	48194	6441		HexManager	public static UniTask PrecomputeAllDistances(int maxDistance) { }
0x754C	30028	113014	48186	6444		HexManager	private static IEnumerable<HexManager.HexCoord> GetNeighbors(HexManager.HexCoord coord) { }
0x754E	30030	98	39642	6450		HexManager	private static void .cctor() { }
0x754F	30031	257	48200	6131		HexManager.HexCoord	public void .ctor(int q, int r) { }
0x7551	30033	5220	39682	6137		HexManager.HexCoord	public override int GetHashCode() { }
0x7552	30034	20701	48165	6140		HexManager.HexCoord	public static bool op_Equality(HexManager.HexCoord a, HexManager.HexCoord b) { }
0x7553	30035	39526	48165	6143		HexManager.HexCoord	public static bool op_Inequality(HexManager.HexCoord a, HexManager.HexCoord b) { }
0x7554	30036	68032	48165	6146		HexManager.HexCoord	public int CompareTo(HexManager.HexCoord other) { }
0x7556	30038	69499	1006	6168		HexManager.<>c	public void .ctor() { }
0x7557	30039	69498	48165	6171		HexManager.<>c	internal bool <FindMutualNearest>b__13_2(GameObject a) { }
0x7558	30040	69497	48165	6174		HexManager.<>c	internal bool <FindMutualNearest>b__13_3(GameObject b) { }
0x7559	30041	43861	48165	6177		HexManager.<>c	internal bool <FindPath>b__18_0(HexBehaviour h) { }
0x755C	30044	68636	1006	6200		HexManager.<>c__DisplayClass13_0	public void .ctor() { }
0x755D	30045	68635	48194	6203		HexManager.<>c__DisplayClass13_0	internal void <FindMutualNearest>b__0(ValueTuple<GameObject, HexManager.HexCoord, Vector3> a) { }
0x755E	30046	11343	48194	6206		HexManager.<>c__DisplayClass13_0	internal void <FindMutualNearest>b__1(ValueTuple<GameObject, HexManager.HexCoord, Vector3> b) { }
0x755F	30047	30452	48173	6223		HexManager.<FindNearestWithinDistance>d__14	private void MoveNext() { }
0x7560	30048	5050	48194	6227		HexManager.<FindNearestWithinDistance>d__14	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7562	30050	71204	1006	6253		HexManager.<GetNeighbors>d__25	private void System.IDisposable.Dispose() { }
0x7564	30052	71203	1336	6260		HexManager.<GetNeighbors>d__25	private HexManager.HexCoord System.Collections.Generic.IEnumerator<HexManager.HexCoord>.get_Current() { }
0x7565	30053	71202	48173	6264		HexManager.<GetNeighbors>d__25	private void System.Collections.IEnumerator.Reset() { }
0x7566	30054	30393	48186	6268		HexManager.<GetNeighbors>d__25	private object System.Collections.IEnumerator.get_Current() { }
0x7567	30055	30393	48186	6272		HexManager.<GetNeighbors>d__25	private IEnumerator<HexManager.HexCoord> System.Collections.Generic.IEnumerable<HexManager.HexCoord>.GetEnumerator() { }
0x7568	30056	5050	48186	6276		HexManager.<GetNeighbors>d__25	private IEnumerator System.Collections.IEnumerable.GetEnumerator() { }
0x756A	30058	71149	1006	6304		HexManager.<GetWalkableNeighbors>d__21	private void System.IDisposable.Dispose() { }
0x756C	30060	71148	1336	6311		HexManager.<GetWalkableNeighbors>d__21	private HexManager.HexCoord System.Collections.Generic.IEnumerator<HexManager.HexCoord>.get_Current() { }
0x756D	30061	71147	48173	6315		HexManager.<GetWalkableNeighbors>d__21	private void System.Collections.IEnumerator.Reset() { }
0x756E	30062	30366	48186	6319		HexManager.<GetWalkableNeighbors>d__21	private object System.Collections.IEnumerator.get_Current() { }
0x756F	30063	30366	48186	6323		HexManager.<GetWalkableNeighbors>d__21	private IEnumerator<HexManager.HexCoord> System.Collections.Generic.IEnumerable<HexManager.HexCoord>.GetEnumerator() { }
0x7572	30066	8362	1033	6345		HexManager.<Init>d__1	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7574	30068	134896	1033	6368		HexManager.<PrecomputeAllDistances>d__24	private void SetStateMachine(IAsyncStateMachine stateMachine) { }
0x7575	30069	134895	48165	6474		BattleFPSConfig	public int GetEffectiveThreshold(PerformanceFeature feature) { }
0x7577	30071	134888	43998	6480		BattleFPSConfig	public void .ctor() { }
0x7578	30072	134890	48220	6514		BattleFPSController	public static BattleFPSController get_Instance() { }
0x757C	30076	134889	6662	6526		BattleFPSController	public BattleFPSConfig get_Config() { }
0x757D	30077	134893	48186	6529		BattleFPSController	public int get_CurrentDegradeCount() { }
0x757E	30078	134891	48186	6532		BattleFPSController	private int IsFirstTip() { }
0x758D	30093	134892	26182	6580		BattleFPSController	private void RecoverRenderScale() { }
0x758E	30094	134894	48186	6583		BattleFPSController	private static bool IsRenderScaleType(PerformanceFeatureType type) { }
0x759A	30106	115717	32478	6674		TutorialArtifactDragHandler	public void .ctor() { }
0x759B	30107	40091	48173	6763		GPUInstanceAnimationBehaviour	private void Awake() { }
0x759C	30108	115711	48173	6766		GPUInstanceAnimationBehaviour	private void SyncAnimationInfoListWithSerializedFields() { }
0x759D	30109	5494	48165	6769		GPUInstanceAnimationBehaviour	private bool IsSupportedAnimationName(BattleAnimationName name) { }
0x759F	30111	40094	8737	6775		GPUInstanceAnimationBehaviour	private void OnTransformChildrenChanged() { }
0x75A0	30112	115715	48094	6778		GPUInstanceAnimationBehaviour	public void ChangeAnimatorSpeed(BattleAnimationName animationName, float speed) { }
0x75A1	30113	115712	48060	6781		GPUInstanceAnimationBehaviour	public float GetAnimatorSpeed(BattleAnimationName animationName) { }
0x75A2	30114	115714	48162	6784		GPUInstanceAnimationBehaviour	private float IAnimation.get_attackSpeed() { }
0x75A5	30117	115716	1817	6793		GPUInstanceAnimationBehaviour	public BattleAnimationName GetCurrentAnimationNameSafe() { }
0x75A6	30118	115710	48060	6796		GPUInstanceAnimationBehaviour	public float GetAnimationLength(BattleAnimationName animationName) { }
0x75A7	30119	40092	48173	6799		GPUInstanceAnimationBehaviour	public void ResetState() { }
0x75A8	30120	20913	48194	6802		GPUInstanceAnimationBehaviour	public void SetAnimation(BattleAnimationName animationName) { }
0x75A9	30121	40093	48165	6805		GPUInstanceAnimationBehaviour	private bool TryGetCachedChildAnimationBehaviours(out List<GPUInstanceAnimationBehaviour> componentsInChildren) { }
0x75AA	30122	115713	48186	6808		GPUInstanceAnimationBehaviour	private static string GetAnimationStateName(BattleAnimationName animationName) { }
0x75AB	30123	115708	48186	6811		GPUInstanceAnimationBehaviour	private static string GetSpeedParameterName(BattleAnimationName animationName) { }
0x75AC	30124	115709	48173	6814		GPUInstanceAnimationBehaviour	public void .ctor() { }
0x75AF	30127	68476	1006	6715		GPUInstanceAnimationBehaviour.<>c__DisplayClass33_0	public void .ctor() { }
0x75B0	30128	115707	48165	6718		GPUInstanceAnimationBehaviour.<>c__DisplayClass33_0	internal bool <UpsertAnimationInfo>b__0(GPUInstanceAnimationBehaviour.AnimationInfo x) { }
0x75B1	30129	115706	48194	6831		GPUInstanceSetColorBehaviour	public void ChangeColor(Color color) { }
0x75B2	30130	115705	48194	6834		GPUInstanceSetColorBehaviour	public void ChangeMaterial(Material material) { }
0x75BE	30142	130573	11584	7070		CheckInRewardManager	public bool CanReCheckInToday() { }
0x75C5	30149	45351	24904	7091		CheckInRewardManager	public bool TryClaimCumulativeReward(int rewardId) { }
0x75C7	30151	130569	42684	7097		CheckInRewardManager	private void OnGameEnd(object obj) { }
0x75D1	30161	130572	4268	7130		CheckInRewardManager	private bool HasCheckInRewardRedDot() { }
0x75D4	30164	130568	42683	7142		CheckInRewardManager	private void OnNextDayTimerEnd() { }
0x75D7	30167	130574	15360	7152		CheckInRewardManager	private int GetCurrentCycleDaysInternal() { }
0x75DD	30173	45350	11581	7170		CheckInRewardManager	private CumulativeRewardConfig GetCumulativeRewardConfig(int id) { }
0x75DE	30174	45350	48165	7173		CheckInRewardManager	private bool GrantReward(CheckInRewardsConfig rewardConfig) { }
0x75E1	30177	130571	9187	7182		CheckInRewardManager	private bool IsGmIgnoreDayLimit() { }
0x75E2	30178	130567	48165	7185		CheckInRewardManager	private bool IsDaySignableInGm(int day) { }
0x75E3	30179	130570	48194	7195		CheckInRewardManager	private void UseDefaultUnlockParam(string raw) { }
0x75F5	30197	117284	41171	7250		FamilyNameBehaviour	public void ReStartTMP() { }
0x75F8	30200	40576	41170	7262		FamilyNameBehaviour	private void UpdatePlayerName(object o) { }
0x75FA	30202	76323	1138	7268		FamilyNameBehaviour	public void .ctor() { }
0x75FB	30203	76321	48220	7325		SummerCarnivalGmWindow	public static bool get_ShowFloatingEntry() { }
0x75FC	30204	76322	48173	7329		SummerCarnivalGmWindow	private static void set_ShowFloatingEntry(bool value) { }
0x75FD	30205	76320	48220	7333		SummerCarnivalGmWindow	public static bool get_ShowWindow() { }
0x75FE	30206	31840	48173	7337		SummerCarnivalGmWindow	private static void set_ShowWindow(bool value) { }
