table_id_hex	table_id_dec	archive_value	primary_wasm_func	dump_line	namespace	declaring_type_context	signature
0x5A4	1444	267	1320	291386	System	GC	public static void SuppressFinalize(object obj) { }
0x5AE	1454	267	1129	774896	UnityEngine	Debug	public static void LogWarning(object message) { }
0xBE4	3044	3619	48194	337119	System.Globalization	CultureInfo	public void .ctor(string name) { }
0xBEB	3051	5258	38139	326441	System.Reflection	MethodBase	public object Invoke(object obj, object[] parameters) { }
0xC2B	3115	8637	48186	711986	System.ComponentModel	ReflectPropertyDescriptor	private MethodInfo get_GetMethodValue() { }
0xC2C	3116	8806	48183	704336	System	SecurityUtils	internal static object MethodInfoInvoke(MethodInfo method, object target, object[] args) { }
0xC2D	3117	53903	48186	712001	System.ComponentModel	ReflectPropertyDescriptor	private MethodInfo get_SetMethodValue() { }
0xC34	3124	14270	2076	339387	System.Collections	ArrayList	public void .ctor(int capacity) { }
0xC35	3125	90003	48186	709956	System.ComponentModel	AttributeCollection	public IEnumerator GetEnumerator() { }
0xC36	3126	6363	48186	712165	System.ComponentModel	ReflectTypeDescriptionProvider	private static Type GetTypeFromName(string typeName) { }
0xC3A	3130	99948	1418	326562	System.Reflection	MethodInfo	public static bool op_Inequality(MethodInfo left, MethodInfo right) { }
0xC3B	3131	99950	48186	326418	System.Reflection	MethodBase	public bool get_IsStatic() { }
0xC3C	3132	18727	48186	326424	System.Reflection	MethodBase	public bool get_IsPublic() { }
0xC3D	3133	132887	48077	711968	System.ComponentModel	ReflectPropertyDescriptor	public void .ctor(Type componentClass, string name, Type type, Attribute[] attributes) { }
0xC46	3142	92320	48186	326828	System.Reflection	PropertyInfo	public MethodInfo GetGetMethod() { }
0xC47	3143	90009	48186	326834	System.Reflection	PropertyInfo	public MethodInfo GetSetMethod() { }
0xDE9	3561	267	1072	288872	System	Array	public static void Clear(Array array, int index, int length) { }
0xDEB	3563	130723	48186	1059687	Mono.Security.Protocol.Ntlm	ChallengeResponse	public byte[] get_LM() { }
0xDF5	3573	127714	48220	308339	System.Security.Cryptography	RSA	public static RSA Create() { }
0xDF6	3574	5731	48173	307554	System.Security.Cryptography	CspParameters	public void .ctor() { }
0xDF7	3575	35023	48194	307551	System.Security.Cryptography	CspParameters	public void set_Flags(CspProviderFlags value) { }
0xDF8	3576	209	48194	308384	System.Security.Cryptography	RSACryptoServiceProvider	public void .ctor(CspParameters parameters) { }
0xDFA	3578	2067	1298	290619	System	Buffer	public static void BlockCopy(Array src, int srcOffset, Array dst, int dstOffset, int count) { }
0xDFC	3580	267	2248	290444	System	Activator	public static object CreateInstance(Type type) { }
0xE07	3591	1351	48186	1061176	Mono.Security.Authenticode	AuthenticodeDeformatter	private bool CheckSignature() { }
0xE0A	3594	58832	48186	1059131		X509CertificateCollection.X509CertificateEnumerator	public bool MoveNext() { }
0xE0C	3596	91742	1089	180183	System	String	public static bool op_Inequality(string a, string b) { }
0xE0D	3597	58755	48556	308420	System.Security.Cryptography	RSACryptoServiceProvider	public bool VerifyHash(byte[] rgbHash, string str, byte[] rgbSignature) { }
0xE0E	3598	58761	48194	1059197	Mono.Security.X509	X509Chain	public void LoadCertificates(X509CertificateCollection collection) { }
0xE11	3601	95351	48194	1061063	Mono.Security.Cryptography	RSAManaged	public void .ctor(int keySize) { }
0xE1F	3615	1118	48165	1059097	Mono.Security.X509	X509Certificate	private static byte[] PEM(string type, byte[] data) { }
0xE20	3616	124	48194	1058371	Mono.Security	ASN1	public void .ctor(byte[] data) { }
0xE22	3618	5873	2883	252627	System	Array	public object Clone() { }
0xE24	3620	27555	48183	1058410	Mono.Security	ASN1	public ASN1 Element(int index, byte anTag) { }
0xE25	3621	24725	48186	1058862	Mono.Security.X509	X501	public static string ToString(ASN1 seq) { }
0xE26	3622	1711	48216	1058437	Mono.Security	ASN1Convert	public static DateTime ToDateTime(ASN1 time) { }
0xE27	3623	27498	48186	1058434	Mono.Security	ASN1Convert	public static string ToOid(ASN1 asn1) { }
0xE28	3624	610	48194	1059302	Mono.Security.X509	X509ExtensionCollection	public void .ctor(ASN1 asn1) { }
0xE2A	3626	92690	1020	180180	System	String	public static bool op_Equality(string a, string b) { }
0xE2B	3627	95361	48186	1060936		PKCS8.PrivateKeyInfo	public static RSA DecodeRSA(byte[] keypair) { }
0xE2C	3628	92691	48200	1058796	Mono.Security.X509	PKCS12	private DSAParameters GetExistingParameters(out bool found) { }
0xE2D	3629	53938	48165	1060942		PKCS8.PrivateKeyInfo	public static DSA DecodeDSA(byte[] privateKey, DSAParameters dsaParameters) { }
0xE2F	3631	53937	48556	1058784	Mono.Security.X509	PKCS12	private SymmetricAlgorithm GetSymmetricAlgorithm(string algorithmOid, byte[] salt, int iterationCount) { }
0xE32	3634	35283	48194	1060918		PKCS8.PrivateKeyInfo	public void .ctor(byte[] data) { }
0xE33	3635	42739	48186	1060924		PKCS8.PrivateKeyInfo	public byte[] get_PrivateKey() { }
0xE34	3636	42737	48194	1060972		PKCS8.EncryptedPrivateKeyInfo	public void .ctor(byte[] data) { }
0xE35	3637	42738	48186	1060981		PKCS8.EncryptedPrivateKeyInfo	public byte[] get_Salt() { }
0xE36	3638	12233	48186	1060978		PKCS8.EncryptedPrivateKeyInfo	public byte[] get_EncryptedData() { }
0xE39	3641	4205	48194	1058497		PKCS7.ContentInfo	public void .ctor(ASN1 asn1) { }
0xE47	3655	2783	48186	1058775	Mono.Security.X509	PKCS12	public X509CertificateCollection get_Certificates() { }
0xE54	3668	10711	1256	304454	System.Text	StringBuilder	public void .ctor() { }
0xE55	3669	58748	48200	1058868	Mono.Security.X509	X501	private static void AppendEntry(StringBuilder sb, ASN1 entry, bool quotes) { }
0xE56	3670	1323	48194	1058915		X509Crl.X509CrlEntry	internal void .ctor(ASN1 entry) { }
0xE5B	3675	27538	48165	1059085	Mono.Security.X509	X509Certificate	internal bool VerifySignature(RSA rsa) { }
0xE5C	3676	16144	48165	1059082	Mono.Security.X509	X509Certificate	internal bool VerifySignature(DSA dsa) { }
0xE5D	3677	16164	48165	1059340	Mono.Security.X509	X509Store	private byte[] Load(string filename) { }
0xE66	3686	130730	48194	1058943	Mono.Security.X509	X509Crl	public void .ctor(byte[] crl) { }
0xE67	3687	267	48173	1059693	Mono.Security.Protocol.Ntlm	ChallengeResponse	public void Dispose() { }
0xECD	3789	61373	2485	180478	System	String	public int IndexOf(string value) { }
0xED5	3797	267	5641	305717	System.Text	Encoding	public static Encoding GetEncoding(string name) { }
0xED8	3800	1058	3048	1111953	UnityEngine.Networking	UnityWebRequest	public void SetRequestHeader(string name, string value) { }
0xEDD	3805	1562	1167	180222	System	String	public static string Concat(string str0, string str1, string str2, string str3) { }
0xEFB	3835	71916	38284	1077297	MemoryPack	MemoryPackFormatterProvider	private static bool TryInvokeRegisterFormatter(Type type) { }
0xEFC	3836	503	48186	1081102	MemoryPack.Internal	TypeHelpers	public static bool IsAnonymous(Type type) { }
0xEFE	3838	504	48165	1077300	MemoryPack	MemoryPackFormatterProvider	internal static object CreateGenericFormatter(Type type, bool typeIsReferenceOrContainsReferences) { }
0xF92	3986	26039	1762	293513	System	IntPtr	public static bool op_Equality(IntPtr value1, IntPtr value2) { }
0x1220	4640	54178	2234	194077	System	Int64	public static bool TryParse(string s, out long result) { }
0x1229	4649	15576	1128	774866	UnityEngine	Debug	public static void Log(object message) { }
0x1232	4658	60564	48077	962534	WeChatWASM	WXSDKManagerHandler	public static void _UDPSocketOnMessageCallback(string instanceID, IntPtr messagePtr, int messageSize, IntPtr localInfoPtr, IntPtr remoteInfoPtr) { }
0x1233	4659	60582	48077	962559	WeChatWASM	WXSDKManagerHandler	public static void _TCPSocketOnMessageCallback(string instanceID, IntPtr messagePtr, int messageSize, IntPtr localInfoPtr, IntPtr remoteInfoPtr) { }
0x1234	4660	60581	48200	962569	WeChatWASM	WXSDKManagerHandler	public static void _OnTouchCancelCallback(IntPtr resPtr, int numTouches, int numChangedTouches) { }
0x1235	4661	60580	48200	962588	WeChatWASM	WXSDKManagerHandler	public static void _OnTouchEndCallback(IntPtr resPtr, int numTouches, int numChangedTouches) { }
0x1236	4662	60579	48200	962607	WeChatWASM	WXSDKManagerHandler	public static void _OnTouchMoveCallback(IntPtr resPtr, int numTouches, int numChangedTouches) { }
0x1237	4663	60624	48200	962626	WeChatWASM	WXSDKManagerHandler	public static void _OnTouchStartCallback(IntPtr resPtr, int numTouches, int numChangedTouches) { }
0x1238	4664	60570	48077	963053	WeChatWASM	WXSDKManagerHandler	public static void _OnBLECharacteristicValueChangeCallback(string deviceId, string serviceId, string characteristicId, IntPtr valuePtr, int valueLength) { }
0x1239	4665	60569	48200	963072	WeChatWASM	WXSDKManagerHandler	public static void _StartGyroscopeCallback(string callbackId, int type, string errMsg) { }
0x123A	4666	60606	48200	963085	WeChatWASM	WXSDKManagerHandler	public static void _StopGyroscopeCallback(string callbackId, int type, string errMsg) { }
0x123B	4667	25980	48200	963098	WeChatWASM	WXSDKManagerHandler	public static void _OnGyroscopeChangeCallback(IntPtr xPtr, IntPtr yPtr, IntPtr zPtr) { }
0x1275	4725	14117	1234	771005	Unity.Collections.LowLevel.Unsafe	UnsafeUtility	public static void MemCpy(void* destination, void* source, long size) { }
0x1276	4726	7397	48137	987951	UnityEngine.ResourceManagement.Util	BinaryStorageBuffer	private static void ComputeHash(void* pData, ulong size, Hash128* hash) { }
0x127E	4734	7932	48173	636063		B}t	public void Release() { }
0x1283	4739	3511	1145	291088	System	Enum	public override string ToString() { }
0x1288	4744	53984	48186	635740	YooAsset	OperationHandleBase	public bool get_IsValid() { }
0x128A	4746	67348	48173	640397		¡pS²w	public void Clear() { }
0x128B	4747	29901	48194	640380		¡pS²w	public void WriteUTF8(string ]`¸
0x128C	4748	67349	48217	640404		¡pS²w	public void WriteInt64(long ]`¸
0x128F	4751	40493	48194	331329	System.IO	FileInfo	public void .ctor(string fileName) { }
0x1292	4754	17002	1889	331253	System.IO	File	public static bool Exists(string path) { }
0x1294	4756	45681	1087	640358	YooAsset	BufferReader	public void .ctor(byte[] H¶RfK) { }
0x1295	4757	131971	48186	640349	YooAsset	BufferReader	public string ReadUTF8() { }
0x1298	4760	67359	1238	661677	GameFramework	CLog	public static void Log(object[] d¦kqZ) { }
0x1299	4761	67365	48216	640512		Á¨j	public static long GetFileSize(string id¶`¿) { }
0x129A	4762	136644	48186	640533		Z­V	public static string FileCRC32(string id¶`¿) { }
0x12A7	4775	54060	48186	639654	YooAsset	PackageBundle	public string get_FileName() { }
0x12B5	4789	95172	48186	640343	YooAsset	BufferReader	public bool get_IsValid() { }
0x12B6	4790	131975	48173	639727	YooAsset	PackageManifest	public void .ctor() { }
0x12B7	4791	45682	48186	640355	YooAsset	BufferReader	public bool ReadBool() { }
0x12BC	4796	131969	1006	639606	YooAsset	PackageAsset	public void .ctor() { }
0x12BD	4797	131972	48186	640346	YooAsset	BufferReader	public string[] ReadUTF8Array() { }
0x12C1	4801	94517	1658	180376	System	String	public string ToLower() { }
0x12C2	4802	67346	48186	332917	System.IO	Path	public static bool HasExtension(string path) { }
0x12C3	4803	780	48186	640460		£«tiS¨	public static string RemoveExtension(string Y}D´) { }
0x12C4	4804	1212	48173	640563		¾M§¯¨	public static void Warning(string ¨¨V¹¨g) { }
0x12C6	4806	45682	1006	639664	YooAsset	PackageBundle	public void .ctor() { }
0x12C7	4807	131974	48186	640334	YooAsset	BufferReader	public uint ReadUInt32() { }
0x12C8	4808	95176	48186	640340	YooAsset	BufferReader	public byte ReadByte() { }
0x12CC	4812	53930	1111	774878	UnityEngine	Debug	public static void LogError(object message) { }
0x12D8	4824	54039	32822	946616	UnityEngine.UI	Text	public void FontTextureChanged() { }
0x12DA	4826	11458	2489	791130	UnityEngine	Sprite	public Texture2D get_texture() { }
0x12ED	4845	10397	42836	1119858	UnityEngine	CanvasRenderer	public bool get_hasMoved() { }
0x13BC	5052	4868	48165	1091113	BrainFailProductions.PolyFew.UnityMeshSimplifier	MeshSimplifier	private bool TriangleLiesInSphere(Triangle triangle) { }
0x13C0	5056	37236	48077	1090999	BrainFailProductions.PolyFew.UnityMeshSimplifier	MeshSimplifier	private static void CalculateBarycentricCoords(ref Vector3d point, ref Vector3d a, ref Vector3d b, ref Vector3d c, out Vector3 result) { }
0x13C5	5061	4868	48194	189391	System	ArgumentOutOfRangeException	public void .ctor(string paramName) { }
0x13CC	5068	38000	48028	780915	UnityEngine	Mesh	public void AddBlendShapeFrame(string shapeName, float frameWeight, Vector3[] deltaVertices, Vector3[] deltaNormals, Vector3[] deltaTangents) { }
0x13CF	5071	2822	1606	180493	System	String	public int LastIndexOf(char value) { }
0x13D3	5075	77260	1147	180621	System	String	public static bool IsNullOrWhiteSpace(string value) { }
0x13E9	5097	103093	1043	194160	System	InvalidOperationException	public void .ctor(string message) { }
0x13EE	5102	2665	48406	35239	BrainFailProductions.PolyFew.AsImpL	Loader	public IEnumerator DownloadFileWebGL(string url, PolyfewRuntime.ReferencedNumeric<float> downloadProgress, Action<string> DownloadComplete, Action<string> OnError) { }
0x13F0	5104	73954	3265	782633	UnityEngine	Texture2D	public void .ctor(int width, int height, TextureFormat textureFormat, bool mipChain) { }
0x13F1	5105	1207	48194	782675	UnityEngine	Texture2D	public void LoadRawTextureData(byte[] data) { }
0x13F3	5107	73840	1450	788433	UnityEngine	Object	public void set_name(string value) { }
0x13F6	5110	73839	5844	332119	System.IO	BinaryReader	public void .ctor(Stream input) { }
0x13F8	5112	31033	8425	782636	UnityEngine	Texture2D	public void .ctor(int width, int height) { }
0x13FB	5115	53941	1266	788633	UnityEngine	Object	public static void Destroy(Object obj) { }
0x13FF	5119	35877	1750	180316	System	String	public string Replace(char oldChar, char newChar) { }
0x1402	5122	103077	5068	332893	System.IO	Path	public static string GetFileNameWithoutExtension(string path) { }
0x1403	5123	23940	48114	35162	BrainFailProductions.PolyFew.AsImpL	Loader	"public Task<GameObject> Load(string objName, string objAbsolutePath, Transform parentObj, string texturesFolderPath = """", string materialsFolderPath = """") { }"
0x1405	5125	23939	48107	35166	BrainFailProductions.PolyFew.AsImpL	Loader	public Task<GameObject> LoadFromNetwork(string objURL, string diffuseTexURL, string bumpTexURL, string specularTexURL, string opacityTexURL, string materialURL, string objName) { }
0x1409	5129	53807	48162	36089	BrainFailProductions.PolyFew.AsImpL.MathUtil	Vertex	public float get_TriangleArea() { }
0x140E	5134	1627	2926	779609	UnityEngine	MeshFilter	public void set_sharedMesh(Mesh value) { }
0x140F	5135	53921	48194	780301	UnityEngine	SkinnedMeshRenderer	public void set_sharedMesh(Mesh value) { }
0x1411	5137	100329	1006	37101		PolyfewRuntime.<>c__DisplayClass13_1	public void .ctor() { }
0x1420	5152	4284	1359	296232	System.Threading	CancellationToken	public static CancellationToken get_None() { }
0x1421	5153	31607	48220	303194	System.Threading.Tasks	TaskScheduler	public static TaskScheduler get_Current() { }
0x1422	5154	4143	48406	303069	System.Threading.Tasks	TaskFactory	public Task StartNew(Action action, CancellationToken cancellationToken, TaskCreationOptions creationOptions, TaskScheduler scheduler) { }
0x1427	5159	100335	48172	1091104	BrainFailProductions.PolyFew.UnityMeshSimplifier	MeshSimplifier	public void SimplifyMesh(float quality) { }
0x1428	5160	12528	48173	1091107	BrainFailProductions.PolyFew.UnityMeshSimplifier	MeshSimplifier	public void SimplifyMeshLossless() { }
0x1429	5161	4472	48186	1091110	BrainFailProductions.PolyFew.UnityMeshSimplifier	MeshSimplifier	public Mesh ToMesh() { }
0x142C	5164	4474	1364	180319	System	String	public string Replace(string oldValue, string newValue) { }
0x142D	5165	12521	48173	781930	UnityEngine	Mesh	public void RecalculateNormals() { }
0x142E	5166	2003	48173	781933	UnityEngine	Mesh	public void RecalculateTangents() { }
0x142F	5167	4143	48186	781715	UnityEngine	Mesh	public int[] get_triangles() { }
0x1435	5173	3312	3166	777688	UnityEngine	Renderer	public void set_material(Material value) { }
0x1439	5177	657	1342	790477	UnityEngine	Transform	public Transform get_parent() { }
0x143A	5178	53958	48194	790480	UnityEngine	Transform	public void set_parent(Transform value) { }
0x1440	5184	53957	1770	288848	System	Array	public void SetValue(object value, int index) { }
0x1444	5188	2482	1597	790648	UnityEngine	Transform	public Vector3 InverseTransformPoint(Vector3 position) { }
0x144C	5196	2482	1006	37054		PolyfewRuntime.<>c__DisplayClass12_1	public void .ctor() { }
0x1453	5203	4143	48200	36709		PolyfewRuntime.MeshRendererPair	public void .ctor(bool attachedToMeshFilter, Mesh mesh) { }
0x1455	5205	15615	1006	37147		PolyfewRuntime.<>c__DisplayClass14_1	public void .ctor() { }
0x145A	5210	1940	1972	788639	UnityEngine	Object	public static void DestroyImmediate(Object obj) { }
0x145C	5212	53922	48303	36872		PolyfewRuntime.MaterialProperties	public void .ctor(int texArrIndex, int matIndex, string materialName, Material originalMaterial, Color albedoTint, Vector4 uvTileOffset, float normalIntensity, float occlusionIntensity, float smoothnessIntensity, float glossMapScale, float metalIntensity, Color emissionColor, Vector4 detailUVTileOffset, float alphaCutoff, Color specularColor, float detailNormalScale, float heightIntensity, float uvSec) { }
0x1467	5223	16508	1920	947070	UnityEngine.UI	VertexHelper	public int get_currentVertCount() { }
0x1468	5224	26029	48200	947073	UnityEngine.UI	VertexHelper	public void PopulateUIVertex(ref UIVertex vertex, int i) { }
0x1479	5241	25988	18500	841719	XYXCommon.IAPV3	V3_IAPIns	public void .ctor(PendingData pendingData) { }
0x1490	5264	53711	3428	1111408	UnityEngine.Networking	DownloadHandler	public string get_text() { }
0x1493	5267	1940	14647	1092487	LitJson	JsonData	public static string op_Explicit(JsonData data) { }
0x149B	5275	53737	3007	942615	UnityEngine.UI	Image	public void set_preserveAspect(bool value) { }
0x14AB	5291	53691	6034	1111255	UnityEngine	WWWForm	public void AddField(string fieldName, string value) { }
0x14BA	5306	1058	2446	833298	XYXCommon	Utils_PlayerPrefs	public static void SetString(string key, string value) { }
0x14C5	5317	53767	14236	830451		NewAdsManager	public void requestAdConfig() { }
0x14C8	5320	147317	26515	829082		BaseController	protected void .ctor() { }
0x14CB	5323	147321	2327	832566		CallFrameworkAdapter	public static Coroutine Call_StartCoroutineResult(IEnumerator routine) { }
0x14CE	5326	147316	10786	834415	XYXCommon	OnlineParamManager	public string GetParamInNewOrCache(string key, string defaultKey) { }
0x14CF	5327	147320	48173	830581		AdsUtil	public static void setTimeInterstitialInterval(int interval) { }
0x14D0	5328	19248	48173	830578		AdsUtil	public static void setInter4ToOtherSpaceTime(int interval) { }
0x14D1	5329	97489	48194	830397		NewAdsManager	public void setCanAutoShowInter4(bool canAutoShowInter4) { }
0x14D2	5330	147319	48173	830349		NewAdsManager	private void loadFixShowInters() { }
0x14D3	5331	147318	48173	830608		AdsUtil	public static void setInter6Interval(int interval) { }
0x14D7	5335	53947	1843	833295	XYXCommon	Utils_PlayerPrefs	public static int GetInt(string key, int defaultValue = 0) { }
0x14D9	5337	54145	42048	828033		DAUAdsAdapter	public void init(AdzConfig.Adz.IdsInfo info, AdzConfig.Adz config) { }
0x14E3	5347	1120	48186	828132		DAUAdsAdapter	public int getRealPrice() { }
0x14EC	5356	1120	24529	828048		DAUAdsAdapter	public void handle() { }
0x14EF	5359	1120	5079	830385		NewAdsManager	public void setIsInterVideoShow(bool isInterVideoShow) { }
0x14FA	5370	25979	48186	1119024	UnityEngine	Touch	public int get_fingerId() { }
0x14FD	5373	25979	1552	1119063	UnityEngine	Touch	public void set_phase(TouchPhase value) { }
0x1501	5377	27853	1192	962288	WeChatWASM	WXSDKManagerHandler	public static WXSDKManagerHandler get_Instance() { }
0x1502	5378	16397	48194	962791	WeChatWASM	WXSDKManagerHandler	public void WriteLog(string str) { }
0x1503	5379	21849	48194	962794	WeChatWASM	WXSDKManagerHandler	public void WriteWarn(string str) { }
0x1504	5380	120345	48186	726071	System.Net	Dns	public static IPHostEntry GetHostByName(string hostName) { }
0x1508	5384	120343	1468	197474	System	ObjectDisposedException	public void .ctor(string objectName) { }
0x150C	5388	40606	4851	296277	System.Threading	CancellationToken	public void ThrowIfCancellationRequested() { }
0x1512	5394	99593	48220	1060418	Mono.Security.Interface	MonoTlsProviderFactory	public static MonoTlsProvider GetProvider() { }
0x1513	5395	37057	48220	1060568	Mono.Security.Interface	MonoTlsSettings	public static MonoTlsSettings get_DefaultSettings() { }
0x1514	5396	22788	48186	1060578	Mono.Security.Interface	MonoTlsSettings	public MonoTlsSettings Clone() { }
0x1515	5397	77526	48186	703932	Mono.Net.Security.Private	CallbackHelpers	internal static MonoRemoteCertificateValidationCallback PublicToMono(RemoteCertificateValidationCallback callback) { }
0x1518	5400	17258	48173	730784	System.Net.Sockets	Socket	public void Close() { }
0x1519	5401	4540	48183	298801	System.Threading	Timer	public bool Change(int dueTime, int period) { }
0x151A	5402	5473	48200	726298	System.Net	HttpConnection	public void SendError(string msg, int status) { }
0x151B	5403	112755	48194	726310	System.Net	HttpConnection	internal void Close(bool force_close) { }
0x151C	5404	112756	48194	726600	System.Net	HttpListenerResponse	public void set_StatusCode(int value) { }
0x151D	5405	20667	48194	726588	System.Net	HttpListenerResponse	public void set_ContentType(string value) { }
0x151F	5407	112765	4240	305825	System.Text	Encoding	public static Encoding get_Default() { }
0x1520	5408	78843	48200	726612	System.Net	HttpListenerResponse	public void Close(byte[] responseEntity, bool willBlock) { }
0x1521	5409	54006	48194	730793	System.Net.Sockets	Socket	public void Shutdown(SocketShutdown how) { }
0x1525	5413	112776	1751	304499	System.Text	StringBuilder	public void set_Length(int value) { }
0x152D	5421	44428	2595	291271	System	Exception	public void .ctor() { }
0x152F	5423	44425	1144	180394	System	String	public string Trim() { }
0x1530	5424	127858	48194	724801	System.Net	Cookie	public void set_Name(string value) { }
0x1531	5425	127857	48194	724831	System.Net	Cookie	public void set_Value(string value) { }
0x1534	5428	36866	3539	194068	System	Int64	public static long Parse(string s) { }
0x1535	5429	98893	48165	713785	System.Collections.Specialized	NameValueCollection	public string get_Item(string name) { }
0x1536	5430	7201	48200	713788	System.Collections.Specialized	NameValueCollection	public void set_Item(string name, string value) { }
0x1537	5431	112753	48186	726280	System.Net	HttpConnection	public ResponseStream GetResponseStream() { }
0x1538	5432	3879	48183	726361	System.Net	HttpListener	public IAsyncResult BeginGetContext(AsyncCallback callback, object state) { }
0x1539	5433	38014	48200	723212	System.Net	HttpListenerException	public void .ctor(int errorCode, string message) { }
0x153C	5436	5073	3555	297277	System.Threading	EventWaitHandle	public bool Set() { }
0x1540	5440	58860	1899	332875	System.IO	Path	public static string Combine(string path1, string path2) { }
0x1541	5441	92682	48194	708370	System.Security.Cryptography.X509Certificates	X509Certificate2	public void .ctor(string fileName) { }
0x1542	5442	58850	48186	1061212	Mono.Security.Authenticode	PrivateKey	public static PrivateKey CreateFromFile(string filename) { }
0x1543	5443	58858	48186	708448	System.Security.Cryptography.X509Certificates	X509Certificate2	internal X509Certificate2Impl get_Impl() { }
0x1551	5457	1824	48186	726621	System.Net	HttpListenerResponse	private static string CookieToClientString(Cookie cookie) { }
0x155D	5469	80255	48077	727813	System.Net	ServicePoint	internal void .ctor(ServicePointManager.SPKey key, Uri uri, int connectionLimit, int maxIdleTime) { }
0x155E	5470	128430	48073	727819	System.Net	ServicePoint	public void SetTcpKeepAlive(bool enabled, int keepAliveTime, int keepAliveInterval) { }
0x1561	5473	54246	48077	728905	System.Net	WebOperation	public void .ctor(HttpWebRequest request, BufferOffsetSize writeBuffer, bool isNtlmChallenge, CancellationToken cancellationToken) { }
0x1563	5475	80256	48186	727101	System.Net	HttpWebRequest	internal ServicePoint GetServicePoint() { }
0x156D	5485	2280	1279	177609		SR	internal static string Format(string resourceFormat, object p1) { }
0x156E	5486	59997	48200	723733	System.Net	WebException	public void .ctor(string message, WebExceptionStatus status) { }
0x156F	5487	59914	48173	728411	System.Net	WebCompletionSource	public void .ctor() { }
0x1570	5488	27804	48186	728960	System.Net	WebOperation	public WebRequestStream get_WriteStream() { }
0x1573	5491	59922	1524	302014	System.Threading.Tasks	Task	public bool get_IsCompleted() { }
0x1579	5497	75012	48165	729342	System.Net	WebRequestStream	internal Task WriteRequestAsync(CancellationToken cancellationToken) { }
0x157B	5499	23948	2577	315849		ConfiguredTaskAwaitable.ConfiguredTaskAwaiter	public bool get_IsCompleted() { }
0x157D	5501	59921	6109	315859		ConfiguredTaskAwaitable.ConfiguredTaskAwaiter	public void GetResult() { }
0x157E	5502	23942	48186	728963	System.Net	WebOperation	public Task<WebResponseStream> GetResponseStream() { }
0x1587	5511	6396	48165	727173	System.Net	HttpWebRequest	private static WebException GetWebException(Exception e, bool aborted) { }
0x158A	5514	8128	48183	729564	System.Net	WebResponseStream	internal Task ReadAllAsync(bool resending, CancellationToken cancellationToken) { }
0x158B	5515	112608	48200	728976	System.Net	WebOperation	internal void Finish(bool ok, Exception error) { }
0x158C	5516	112653	48077	727287	System.Net	HttpWebResponse	internal void .ctor(Uri uri, string method, WebResponseStream stream, CookieContainer container) { }
0x158D	5517	1250	48200	727230	System.Net	HttpWebRequest	private ValueTuple<bool, bool, Task<BufferOffsetSize>, WebException> CheckFinalStatus(HttpWebResponse response) { }
0x1591	5521	62598	48173	729353	System.Net	WebRequestStream	internal void KillBuffer() { }
0x1593	5523	112642	48194	723896	System.Net	WebHeaderCollection	internal void RemoveInternal(string name) { }
0x1594	5524	1250	48136	727221	System.Net	HttpWebRequest	private ValueTuple<WebOperation, bool> HandleNtlmAuth(WebResponseStream stream, HttpWebResponse response, BufferOffsetSize writeBuffer, CancellationToken cancellationToken) { }
0x1596	5526	22361	48406	725130	System.Net	CookieContainer	internal CookieCollection CookieCutter(Uri uri, string headerName, string setCookieHeader, bool isThrow) { }
0x1597	5527	127890	48186	725050	System.Net	CookieCollection	public int get_Count() { }
0x1599	5529	23946	2312	330204	System.IO	MemoryStream	public void .ctor() { }
0x159B	5531	53658	48077	724330	System.Net	BufferOffsetSize	internal void .ctor(byte[] buffer, int offset, int size, bool copyBuffer) { }
0x159F	5535	99676	11072	193954	System	Int32	public static int Parse(string s, NumberStyles style) { }
0x15A0	5536	37080	48186	727487	System.Net	MonoChunkParser	public bool get_DataAvailable() { }
0x15A1	5537	37084	48556	727475	System.Net	MonoChunkParser	private int ReadFromChunks(byte[] buffer, int offset, int size) { }
0x15A2	5538	37081	48556	727496	System.Net	MonoChunkParser	private MonoChunkParser.State GetChunkSize(byte[] buffer, ref int offset, int size) { }
0x15A3	5539	37079	48556	727502	System.Net	MonoChunkParser	private MonoChunkParser.State ReadCRLF(byte[] buffer, ref int offset, int size) { }
0x15A4	5540	23944	48556	727505	System.Net	MonoChunkParser	private MonoChunkParser.State ReadTrailer(byte[] buffer, ref int offset, int size) { }
0x15A6	5542	14355	48165	729080	System.Net	WebReadStream	internal virtual Task FinishReading(CancellationToken cancellationToken) { }
0x15A8	5544	48749	48077	723739	System.Net	WebException	public void .ctor(string message, Exception innerException, WebExceptionStatus status, WebResponse response) { }
0x15AA	5546	5227	48165	727743	System.Net	ResponseStream	private static byte[] GetChunkSizeBytes(int size, bool final) { }
0x15AB	5547	112760	48073	727746	System.Net	ResponseStream	internal void InternalWrite(byte[] buffer, int offset, int count) { }
0x15AE	5550	64477	3357	704721	System	Uri	public string get_Host() { }
0x15AF	5551	80250	48186	704700	System	Uri	public UriHostNameType get_HostNameType() { }
0x15B1	5553	21848	2549	191895	System	DateTime	public static DateTime get_UtcNow() { }
0x15B2	5554	20634	48186	726061	System.Net	Dns	public static IPHostEntry GetHostEntry(string hostNameOrAddress) { }
0x15B3	5555	39369	48173	723410	System.Net	IPHostEntry	public void .ctor() { }
0x15B8	5560	22481	48194	730619	System.Net.Sockets	Socket	public void Bind(EndPoint localEP) { }
0x15BD	5565	8131	48165	728578	System.Net	WebConnection	private bool PrepareSharingNtlm(WebOperation operation) { }
