rva_hex	rva_dec	wasm_func	dump_line	namespace	declaring_type_context	signature
0x1EE18	126488	48200	934604	UnityEngine.Rendering	DebugManager	internal void ChangeSelection(DebugUIHandlerWidget widget, bool fromNext) { }
0x1EE19	126489	48194	934607	UnityEngine.Rendering	DebugManager	internal void SetScrollTarget(DebugUIHandlerWidget widget) { }
0x1EE1A	126490	48173	934610	UnityEngine.Rendering	DebugManager	private void EnsurePersistentCanvas() { }
0x4671	18033	48200	934613	UnityEngine.Rendering	DebugManager	internal void TogglePersistent(DebugUI.Widget widget, Nullable<int> forceTupleIndex) { }
0x1EE1B	126491	41901	934616	UnityEngine.Rendering	DebugManager	private void OnPanelDirty(DebugUI.Panel panel) { }
0x1EE1C	126492	15335	934619	UnityEngine.Rendering	DebugManager	public int PanelIndex(string displayName) { }
0x1EE1D	126493	48194	934622	UnityEngine.Rendering	DebugManager	public void RequestEditorWindowPanelIndex(int index) { }
0x472A	18218	15336	934625	UnityEngine.Rendering	DebugManager	public DebugUI.Panel GetPanel(string displayName, bool createIfNull = False, int groupIndex = 0, bool overrideIfExist = False) { }
0x1EE1E	126494	48194	934628	UnityEngine.Rendering	DebugManager	public void RemovePanel(DebugUI.Panel panel) { }
0x1EE1F	126495	24437	934631	UnityEngine.Rendering	DebugManager	public DebugUI.Widget[] GetItems(DebugUI.Flags flags) { }
0x4673	18035	41902	934634	UnityEngine.Rendering	DebugManager	internal DebugUI.Widget[] GetItemsFromContainer(DebugUI.Flags flags, DebugUI.IContainer container) { }
0x1EE20	126496	48186	934637	UnityEngine.Rendering	DebugManager	public bool get_displayRuntimeUI() { }
0x1EE21	126497	48194	934640	UnityEngine.Rendering	DebugManager	public void set_displayRuntimeUI(bool value) { }
0x1EE22	126498	48194	934643	UnityEngine.Rendering	DebugManager	public void set_displayPersistentRuntimeUI(bool value) { }
0x1EE23	126499	41900	934646	UnityEngine.Rendering	DebugManager	private static void .cctor() { }
0x1EE2C	126508	48186	934693	UnityEngine.Rendering	DebugActionState	internal bool get_runningAction() { }
0x1EE2D	126509	48194	934697	UnityEngine.Rendering	DebugActionState	private void set_runningAction(bool value) { }
0x1EE2E	126510	3069	934701	UnityEngine.Rendering	DebugActionState	internal float get_actionState() { }
0x1EE2F	126511	48172	934705	UnityEngine.Rendering	DebugActionState	private void set_actionState(float value) { }
0x1EE30	126512	48094	934708	UnityEngine.Rendering	DebugActionState	private void Trigger(int triggerCount, float state) { }
0x1EE31	126513	48094	934711	UnityEngine.Rendering	DebugActionState	public void TriggerWithButton(string[] buttons, float state) { }
0x1EE32	126514	48094	934714	UnityEngine.Rendering	DebugActionState	public void TriggerWithAxis(string axis, float state) { }
0x1EE33	126515	48094	934717	UnityEngine.Rendering	DebugActionState	public void TriggerWithKey(KeyCode[] keys, float state) { }
0x1EE34	126516	48173	934720	UnityEngine.Rendering	DebugActionState	private void Reset() { }
0x1EE35	126517	48194	934723	UnityEngine.Rendering	DebugActionState	public void Update(DebugActionDesc desc) { }
0x1EE36	126518	48186	934751		DebugUI.Container	internal bool get_hideDisplayName() { }
0x1EE37	126519	1309	934755		DebugUI.Container	public ObservableList<DebugUI.Widget> get_children() { }
0x1EE38	126520	1552	934759		DebugUI.Container	private void set_children(ObservableList<DebugUI.Widget> value) { }
0x1EE39	126521	1067	934762		DebugUI.Container	public override DebugUI.Panel get_panel() { }
0x1EE3A	126522	42200	934765		DebugUI.Container	internal override void set_panel(DebugUI.Panel value) { }
0x1EE3B	126523	4210	934768		DebugUI.Container	public void .ctor() { }
0x1EE3C	126524	7488	934771		DebugUI.Container	public void .ctor(string displayName, ObservableList<DebugUI.Widget> children) { }
0x1EE3D	126525	42201	934774		DebugUI.Container	internal override void GenerateQueryPath() { }
0x1EE3E	126526	24632	934777		DebugUI.Container	protected virtual void OnItemAdded(ObservableList<DebugUI.Widget> sender, ListChangedEventArgs<DebugUI.Widget> e) { }
0x1EE3F	126527	48200	934780		DebugUI.Container	protected virtual void OnItemRemoved(ObservableList<DebugUI.Widget> sender, ListChangedEventArgs<DebugUI.Widget> e) { }
0x1EE40	126528	48186	934783		DebugUI.Container	public override int GetHashCode() { }
0x1EE41	126529	1462	934813		DebugUI.Foldout	public string[] get_columnLabels() { }
0x1EE42	126530	1752	934817		DebugUI.Foldout	public void set_columnLabels(string[] value) { }
0x1EE43	126531	4210	934820		DebugUI.Foldout	public void .ctor() { }
0x1EE44	126532	48186	934823		DebugUI.Foldout	public bool GetValue() { }
0x1EE45	126533	48194	934826		DebugUI.Foldout	public void SetValue(bool value) { }
0x1EE4C	126540	48173	934835		DebugUI.Table.Row	public void .ctor() { }
0x1EE46	126534	48173	934851		DebugUI.Table	public void .ctor() { }
0x1EE47	126535	48200	934854		DebugUI.Table	public void SetColumnVisibility(int index, bool visible) { }
0x1EE48	126536	48165	934857		DebugUI.Table	public bool GetColumnVisibility(int index) { }
0x1EE49	126537	48186	934860		DebugUI.Table	public bool[] get_VisibleColumns() { }
0x1EE4A	126538	48200	934863		DebugUI.Table	protected override void OnItemAdded(ObservableList<DebugUI.Widget> sender, ListChangedEventArgs<DebugUI.Widget> e) { }
0x1EE4B	126539	48200	934866		DebugUI.Table	protected override void OnItemRemoved(ObservableList<DebugUI.Widget> sender, ListChangedEventArgs<DebugUI.Widget> e) { }
0x1EE4D	126541	1067	934920		DebugUI.Widget	public virtual DebugUI.Panel get_panel() { }
0x1EE4E	126542	1087	934923		DebugUI.Widget	internal virtual void set_panel(DebugUI.Panel value) { }
0x1EE4F	126543	1032	934926		DebugUI.Widget	public virtual DebugUI.IContainer get_parent() { }
0x1EE50	126544	1209	934929		DebugUI.Widget	internal virtual void set_parent(DebugUI.IContainer value) { }
0x1EE51	126545	1114	934933		DebugUI.Widget	public DebugUI.Flags get_flags() { }
0x1EE52	126546	1276	934937		DebugUI.Widget	public void set_flags(DebugUI.Flags value) { }
0x1EE53	126547	1130	934941		DebugUI.Widget	public string get_displayName() { }
0x1EE54	126548	1350	934945		DebugUI.Widget	public void set_displayName(string value) { }
0x1EE55	126549	1387	934949		DebugUI.Widget	public void set_tooltip(string value) { }
0x1EE56	126550	1255	934953		DebugUI.Widget	public string get_queryPath() { }
0x1EE57	126551	1479	934957		DebugUI.Widget	private void set_queryPath(string value) { }
0x1EE58	126552	48186	934960		DebugUI.Widget	public bool get_isEditorOnly() { }
0x1EE59	126553	48186	934963		DebugUI.Widget	public bool get_isHidden() { }
0x1EE5A	126554	18159	934966		DebugUI.Widget	internal virtual void GenerateQueryPath() { }
0x1EE5B	126555	48186	934969		DebugUI.Widget	public override int GetHashCode() { }
0x1EE5C	126556	48194	934972		DebugUI.Widget	public void set_nameAndTooltip(DebugUI.Widget.NameAndTooltip value) { }
0x1EE5D	126557	1006	934975		DebugUI.Widget	protected void .ctor() { }
0x1EE5E	126558	1309	935008		DebugUI.Button	public Action get_action() { }
0x1EE5F	126559	1006	935011		DebugUI.Button	public void .ctor() { }
0x1EE60	126560	1309	935030		DebugUI.Value	public Func<object> get_getter() { }
0x1EE61	126561	1552	935034		DebugUI.Value	public void set_getter(Func<object> value) { }
0x1EE62	126562	6896	935037		DebugUI.Value	public void .ctor() { }
0x1EE63	126563	48186	935040		DebugUI.Value	public virtual object GetValue() { }
0x1EE64	126564	48165	935043		DebugUI.Value	public virtual string FormatString(object value) { }
0x1EE65	126565	48165	935056		DebugUI.ProgressBarValue	public override string FormatString(object value) { }
0x1EE66	126566	48173	935059		DebugUI.ProgressBarValue	public void .ctor() { }
0x1EE67	126567	48187	935063		DebugUI.ProgressBarValue	internal static float <FormatString>g__Remap01|2_0(float v, float x0, float y0) { }
0x1EE68	126568	48186	935080		DebugUI.ValueTuple	public int get_numElements() { }
0x1EE69	126569	48162	935083		DebugUI.ValueTuple	public float get_refreshRate() { }
0x1EE6A	126570	48173	935086		DebugUI.ValueTuple	public void .ctor() { }
0x1EE6B	126571	15654	935431		DebugUI.BoolField	public void .ctor() { }
0x1EE6C	126572	1462	935449		DebugUI.HistoryBoolField	public Func<bool>[] get_historyGetter() { }
0x1EE6D	126573	48186	935452		DebugUI.HistoryBoolField	public int get_historyDepth() { }
0x1EE6E	126574	48165	935455		DebugUI.HistoryBoolField	public bool GetHistoryValue(int historyIndex) { }
0x1EE6F	126575	48165	935470		DebugUI.IntField	public override int ValidateValue(int value) { }
0x1EE70	126576	14685	935473		DebugUI.IntField	public void .ctor() { }
0x1EE71	126577	48165	935488		DebugUI.UIntField	public override uint ValidateValue(uint value) { }
0x1EE72	126578	48173	935491		DebugUI.UIntField	public void .ctor() { }
0x1EE73	126579	48102	935507		DebugUI.FloatField	public override float ValidateValue(float value) { }
0x1EE74	126580	5168	935510		DebugUI.FloatField	public void .ctor() { }
0x1EE7F	126591	31216	935663		DebugUI.EnumField.<>c	private static void .cctor() { }
0x1EE80	126592	1006	935666		DebugUI.EnumField.<>c	public void .ctor() { }
0x1EE81	126593	31901	935669		DebugUI.EnumField.<>c	internal string <InitQuickSeparators>b__17_0(GUIContent x) { }
0x1EE75	126581	1661	935692		DebugUI.EnumField	public Func<int> get_getIndex() { }
0x1EE76	126582	1941	935696		DebugUI.EnumField	public void set_getIndex(Func<int> value) { }
0x1EE77	126583	1720	935700		DebugUI.EnumField	public Action<int> get_setIndex() { }
0x1EE78	126584	2086	935704		DebugUI.EnumField	public void set_setIndex(Action<int> value) { }
0x1EE79	126585	48186	935707		DebugUI.EnumField	public int get_currentIndex() { }
0x1EE7A	126586	48194	935710		DebugUI.EnumField	public void set_currentIndex(int value) { }
0x1EE7B	126587	3846	935713		DebugUI.EnumField	public void set_autoEnum(Type value) { }
0x1EE7C	126588	9059	935716		DebugUI.EnumField	internal void InitQuickSeparators() { }
0x1EE7D	126589	48194	935719		DebugUI.EnumField	public override void SetValue(int value) { }
0x1EE7E	126590	3698	935722		DebugUI.EnumField	public void .ctor() { }
0x1EE82	126594	1462	935739		DebugUI.ObjectPopupField	public Func<IEnumerable<Object>> get_getObjects() { }
0x1EE83	126595	1752	935743		DebugUI.ObjectPopupField	public void set_getObjects(Func<IEnumerable<Object>> value) { }
0x1EE84	126596	21878	935746		DebugUI.ObjectPopupField	public void .ctor() { }
0x1EE85	126597	1817	935764		DebugUI.HistoryEnumField	public Func<int>[] get_historyIndexGetter() { }
0x1EE86	126598	48186	935767		DebugUI.HistoryEnumField	public int get_historyDepth() { }
0x1EE87	126599	48165	935770		DebugUI.HistoryEnumField	public int GetHistoryValue(int historyIndex) { }
0x1EE88	126600	1574	935785		DebugUI.BitField	public Type get_enumType() { }
0x1EE89	126601	25207	935788		DebugUI.BitField	public void set_enumType(Type value) { }
0x1EE8A	126602	25208	935791		DebugUI.BitField	public void .ctor() { }
0x1EE8B	126603	48200	935808		DebugUI.ColorField	public override Color ValidateValue(Color value) { }
0x1EE8C	126604	24810	935811		DebugUI.ColorField	public void .ctor() { }
0x1EE8D	126605	48173	935825		DebugUI.Vector2Field	public void .ctor() { }
0x1EE8E	126606	48173	935839		DebugUI.Vector3Field	public void .ctor() { }
0x1EE8F	126607	48173	935853		DebugUI.Vector4Field	public void .ctor() { }
0x1EE90	126608	48173	935865		DebugUI.ObjectField	public void .ctor() { }
0x1EE91	126609	1006	935891		DebugUI.MessageBox	public void .ctor() { }
0x1EEA2	126626	31091	935906		DebugUI.Panel.<>c	private static void .cctor() { }
0x1EEA3	126627	1006	935909		DebugUI.Panel.<>c	public void .ctor() { }
0x1EEA4	126628	1033	935912		DebugUI.Panel.<>c	internal void <.ctor>b__29_0(DebugUI.Panel <p0>) { }
0x1EE92	126610	1067	935942		DebugUI.Panel	public DebugUI.Flags get_flags() { }
0x1EE93	126611	1087	935946		DebugUI.Panel	public void set_flags(DebugUI.Flags value) { }
0x1EE94	126612	1032	935950		DebugUI.Panel	public string get_displayName() { }
0x1EE95	126613	1209	935954		DebugUI.Panel	public void set_displayName(string value) { }
0x1EE96	126614	1114	935958		DebugUI.Panel	public int get_groupIndex() { }
0x1EE97	126615	1276	935962		DebugUI.Panel	public void set_groupIndex(int value) { }
0x466A	18026	1032	935965		DebugUI.Panel	public string get_queryPath() { }
0x4668	18024	48186	935968		DebugUI.Panel	public bool get_isEditorOnly() { }
0x1EE98	126616	1130	935972		DebugUI.Panel	public ObservableList<DebugUI.Widget> get_children() { }
0x1EE99	126617	1350	935976		DebugUI.Panel	private void set_children(ObservableList<DebugUI.Widget> value) { }
0x1EE9A	126618	48194	935980		DebugUI.Panel	public void add_onSetDirty(Action<DebugUI.Panel> value) { }
0x1EE9B	126619	48194	935984		DebugUI.Panel	public void remove_onSetDirty(Action<DebugUI.Panel> value) { }
0x1EE9C	126620	21612	935987		DebugUI.Panel	public void .ctor() { }
0x1EE9D	126621	37355	935990		DebugUI.Panel	protected virtual void OnItemAdded(ObservableList<DebugUI.Widget> sender, ListChangedEventArgs<DebugUI.Widget> e) { }
0x1EE9E	126622	37354	935993		DebugUI.Panel	protected virtual void OnItemRemoved(ObservableList<DebugUI.Widget> sender, ListChangedEventArgs<DebugUI.Widget> e) { }
0x1EE9F	126623	37353	935996		DebugUI.Panel	public void SetDirty() { }
0x1EEA0	126624	48186	935999		DebugUI.Panel	public override int GetHashCode() { }
0x1EEA1	126625	37352	936002		DebugUI.Panel	private int System.IComparable<UnityEngine.Rendering.DebugUI.Panel>.CompareTo(DebugUI.Panel other) { }
0x1EEB2	126642	1087	936026		DebugUpdater.<DoAfterInputModuleUpdated>d__9	public void .ctor(int <>1__state) { }
0x1EEB3	126643	1006	936030		DebugUpdater.<DoAfterInputModuleUpdated>d__9	private void System.IDisposable.Dispose() { }
0x1EEB4	126644	48186	936033		DebugUpdater.<DoAfterInputModuleUpdated>d__9	private bool MoveNext() { }
0x1EEB5	126645	1032	936037		DebugUpdater.<DoAfterInputModuleUpdated>d__9	private object System.Collections.Generic.IEnumerator<System.Object>.get_Current() { }
0x1EEB6	126646	48173	936041		DebugUpdater.<DoAfterInputModuleUpdated>d__9	private void System.Collections.IEnumerator.Reset() { }
0x1EEB7	126647	1032	936045		DebugUpdater.<DoAfterInputModuleUpdated>d__9	private object System.Collections.IEnumerator.get_Current() { }
0x1EEB8	126648	1087	936064		DebugUpdater.<RefreshRuntimeUINextFrame>d__14	public void .ctor(int <>1__state) { }
0x1EEB9	126649	1006	936068		DebugUpdater.<RefreshRuntimeUINextFrame>d__14	private void System.IDisposable.Dispose() { }
0x1EEBA	126650	48186	936071		DebugUpdater.<RefreshRuntimeUINextFrame>d__14	private bool MoveNext() { }
0x1EEBB	126651	1032	936075		DebugUpdater.<RefreshRuntimeUINextFrame>d__14	private object System.Collections.Generic.IEnumerator<System.Object>.get_Current() { }
0x1EEBC	126652	48173	936079		DebugUpdater.<RefreshRuntimeUINextFrame>d__14	private void System.Collections.IEnumerator.Reset() { }
0x1EEBD	126653	1032	936083		DebugUpdater.<RefreshRuntimeUINextFrame>d__14	private object System.Collections.IEnumerator.get_Current() { }
0x1EEA5	126629	1108	936098	UnityEngine.Rendering	DebugUpdater	private static void RuntimeInit() { }
0x1EEA6	126630	48173	936101	UnityEngine.Rendering	DebugUpdater	internal static void SetEnabled(bool enabled) { }
0x1EEA7	126631	48384	936104	UnityEngine.Rendering	DebugUpdater	private static void EnableRuntime() { }
0x1EEA8	126632	48384	936107	UnityEngine.Rendering	DebugUpdater	private static void DisableRuntime() { }
0x1EEA9	126633	48173	936110	UnityEngine.Rendering	DebugUpdater	internal static void HandleInternalEventSystemComponents(bool uiEnabled) { }
0x1EEAA	126634	48173	936113	UnityEngine.Rendering	DebugUpdater	private void EnsureExactlyOneEventSystem() { }
0x1EEAB	126635	48165	936116	UnityEngine.Rendering	DebugUpdater	private IEnumerator DoAfterInputModuleUpdated(Action action) { }
0x1EEAC	126636	48173	936119	UnityEngine.Rendering	DebugUpdater	private void CheckInputModuleExists() { }
0x1EEAD	126637	48173	936122	UnityEngine.Rendering	DebugUpdater	private void CreateDebugEventSystem() { }
0x1EEAE	126638	48173	936125	UnityEngine.Rendering	DebugUpdater	private void DestroyDebugEventSystem() { }
0x1EEAF	126639	48173	936128	UnityEngine.Rendering	DebugUpdater	private void Update() { }
0x1EEB0	126640	48220	936131	UnityEngine.Rendering	DebugUpdater	private static IEnumerator RefreshRuntimeUINextFrame() { }
0x1EEB1	126641	1138	936134	UnityEngine.Rendering	DebugUpdater	public void .ctor() { }
0x1EEBE	126654	25186	936169	UnityEngine.Rendering	BottleneckHistory	public void .ctor(int initialCapacity) { }
0x1EEC1	126657	31161	936195		FrameTimeSampleHistory.<>c	private static void .cctor() { }
0x1EEC2	126658	1006	936198		FrameTimeSampleHistory.<>c	public void .ctor() { }
0x1EEC3	126659	48112	936201		FrameTimeSampleHistory.<>c	internal float <.cctor>b__15_0(float value, float other) { }
0x1EEC4	126660	48112	936204		FrameTimeSampleHistory.<>c	internal float <.cctor>b__15_1(float value, float other) { }
0x1EEC5	126661	48112	936207		FrameTimeSampleHistory.<>c	internal float <.cctor>b__15_2(float value, float other) { }
0x1EEC6	126662	48112	936210		FrameTimeSampleHistory.<>c	internal float <.cctor>b__15_3(float value, float other) { }
0x1EEC7	126663	48112	936213		FrameTimeSampleHistory.<>c	internal float <.cctor>b__15_4(float value, float other) { }
0x1EEC8	126664	48112	936216		FrameTimeSampleHistory.<>c	internal float <.cctor>b__15_5(float value, float other) { }
0x1EEBF	126655	23742	936237	UnityEngine.Rendering	FrameTimeSampleHistory	public void .ctor(int initialCapacity) { }
0x1EEC0	126656	40862	936240	UnityEngine.Rendering	FrameTimeSampleHistory	private static void .cctor() { }
0x1EEC9	126665	1615	936432	UnityEngine.Rendering	ProfilingSampler	public void .ctor(string name) { }
0x1EECA	126666	1067	936436	UnityEngine.Rendering	ProfilingSampler	internal CustomSampler get_sampler() { }
0x1EECB	126667	1087	936440	UnityEngine.Rendering	ProfilingSampler	private void set_sampler(CustomSampler value) { }
0x1EECC	126668	1032	936444	UnityEngine.Rendering	ProfilingSampler	internal CustomSampler get_inlineSampler() { }
0x1EECD	126669	1209	936448	UnityEngine.Rendering	ProfilingSampler	private void set_inlineSampler(CustomSampler value) { }
0x1EECE	126670	1114	936452	UnityEngine.Rendering	ProfilingSampler	public string get_name() { }
0x1EECF	126671	1276	936456	UnityEngine.Rendering	ProfilingSampler	private void set_name(string value) { }
0x1EED0	126672	1006	936459	UnityEngine.Rendering	ProfilingSampler	private void .ctor() { }
0x368A	13962	1358	936468	UnityEngine.Rendering	ProfilingScope	public void .ctor(CommandBuffer cmd, ProfilingSampler sampler) { }
0x368C	13964	1006	936471	UnityEngine.Rendering	ProfilingScope	public void Dispose() { }
0x1EEE8	126696	1259	936687		LensFlareCommonSRP.LensFlareCompInfo	internal void .ctor(int idx, LensFlareComponentSRP cmp) { }
0x1EEE9	126697	1006	936700		LensFlareCommonSRP.<>c__DisplayClass21_0	public void .ctor() { }
0x1EEEA	126698	48165	936703		LensFlareCommonSRP.<>c__DisplayClass21_0	internal bool <AddData>b__0(LensFlareCommonSRP.LensFlareCompInfo x) { }
0x1EEEB	126699	1006	936716		LensFlareCommonSRP.<>c__DisplayClass22_0	public void .ctor() { }
0x1EEEC	126700	48165	936719		LensFlareCommonSRP.<>c__DisplayClass22_0	internal bool <RemoveData>b__0(LensFlareCommonSRP.LensFlareCompInfo x) { }
0x1EED1	126673	1006	936772	UnityEngine.Rendering	LensFlareCommonSRP	private void .ctor() { }
0x1EED2	126674	48220	936775	UnityEngine.Rendering	LensFlareCommonSRP	public static bool IsOcclusionRTCompatible() { }
0x1EED3	126675	22641	936778	UnityEngine.Rendering	LensFlareCommonSRP	public static void Initialize() { }
0x1EED4	126676	22642	936781	UnityEngine.Rendering	LensFlareCommonSRP	public static void Dispose() { }
0x1EED5	126677	48220	936784	UnityEngine.Rendering	LensFlareCommonSRP	public static LensFlareCommonSRP get_Instance() { }
0x1EED6	126678	48186	936787	UnityEngine.Rendering	LensFlareCommonSRP	private List<LensFlareCommonSRP.LensFlareCompInfo> get_Data() { }
0x1EED7	126679	48186	936790	UnityEngine.Rendering	LensFlareCommonSRP	public bool IsEmpty() { }
0x1EED8	126680	48186	936793	UnityEngine.Rendering	LensFlareCommonSRP	private int GetNextAvailableIndex() { }
0x1EED9	126681	48194	936796	UnityEngine.Rendering	LensFlareCommonSRP	public void AddData(LensFlareComponentSRP newData) { }
0x1EEDA	126682	48194	936799	UnityEngine.Rendering	LensFlareCommonSRP	public void RemoveData(LensFlareComponentSRP data) { }
0x1EEDB	126683	48097	936802	UnityEngine.Rendering	LensFlareCommonSRP	public static float ShapeAttenuationPointLight() { }
0x1EEDC	126684	48060	936805	UnityEngine.Rendering	LensFlareCommonSRP	public static float ShapeAttenuationDirLight(Vector3 forward, Vector3 wo) { }
0x1EEDD	126685	48280	936808	UnityEngine.Rendering	LensFlareCommonSRP	public static float ShapeAttenuationSpotConeLight(Vector3 forward, Vector3 wo, float spotAngle, float innerSpotPercent01) { }
0x467A	18042	48183	936811	UnityEngine.Rendering	LensFlareCommonSRP	private static bool IsLensFlareSRPHidden(Camera cam, LensFlareComponentSRP comp, LensFlareDataSRP data) { }
0x468D	18061	48528	936814	UnityEngine.Rendering	LensFlareCommonSRP	public static Vector4 GetFlareData0(Vector2 screenPos, Vector2 translationScale, Vector2 rayOff0, Vector2 vLocalScreenRatio, float angleDeg, float position, float angularOffset, Vector2 positionOffset, bool autoRotate) { }
0x1EEDE	126686	48301	936817	UnityEngine.Rendering	LensFlareCommonSRP	private static Vector2 GetLensFlareRayOffset(Vector2 screenPos, float position, float globalCos0, float globalSin0) { }
0x467D	18045	48136	936820	UnityEngine.Rendering	LensFlareCommonSRP	private static Vector3 WorldToViewport(Camera camera, bool isLocalLight, bool isCameraRelative, Matrix4x4 viewProjMatrix, Vector3 positionWS) { }
0x1EEDF	126687	48077	936823	UnityEngine.Rendering	LensFlareCommonSRP	private static Vector3 WorldToViewportLocal(bool isCameraRelative, Matrix4x4 viewProjMatrix, Vector3 cameraPosWS, Vector3 positionWS) { }
0x1EEE0	126688	48200	936826	UnityEngine.Rendering	LensFlareCommonSRP	private static Vector3 WorldToViewportDistance(Camera cam, Vector3 positionWS) { }
0x4684	18052	48212	936829	UnityEngine.Rendering	LensFlareCommonSRP	private static void SetOcclusionPermutation(CommandBuffer cmd, bool useBackgroundCloudOcclusion, bool volumetricCloudOcclusion, bool hasCloudLayer, int _FlareCloudOpacity, int _FlareSunOcclusionTex, Texture cloudOpacityTexture, Texture sunOcclusionTexture) { }
0x1EEE1	126689	48469	936832	UnityEngine.Rendering	LensFlareCommonSRP	public static void ComputeOcclusion(Material lensFlareShader, Camera cam, float actualWidth, float actualHeight, bool usePanini, float paniniDistance, float paniniCropToFit, bool isCameraRelative, Vector3 cameraPositionWS, Matrix4x4 viewProjMatrix, CommandBuffer cmd, bool taaEnabled, bool hasCloudLayer, Texture cloudOpacityTexture, Texture sunOcclusionTexture, int _FlareOcclusionTex, int _FlareCloudOpacity, int _FlareOcclusionIndex, int _FlareTex, int _FlareColorValue, int _FlareSunOcclusionTex, int _FlareData0, int _FlareData1, int _FlareData2, int _FlareData3, int _FlareData4) { }
0x1EEE2	126690	48130	936835	UnityEngine.Rendering	LensFlareCommonSRP	public static void DoLensFlareDataDrivenCommon(Material lensFlareShader, Camera cam, float actualWidth, float actualHeight, bool usePanini, float paniniDistance, float paniniCropToFit, bool isCameraRelative, Vector3 cameraPositionWS, Matrix4x4 viewProjMatrix, CommandBuffer cmd, bool taaEnabled, bool hasCloudLayer, Texture cloudOpacityTexture, Texture sunOcclusionTexture, RenderTargetIdentifier colorBuffer, Func<Light, Camera, Vector3, float> GetLensFlareLightAttenuation, int _FlareOcclusionRemapTex, int _FlareOcclusionTex, int _FlareOcclusionIndex, int _FlareCloudOpacity, int _FlareSunOcclusionTex, int _FlareTex, int _FlareColorValue, int _FlareData0, int _FlareData1, int _FlareData2, int _FlareData3, int _FlareData4, bool debugView) { }
0x467F	18047	48261	936838	UnityEngine.Rendering	LensFlareCommonSRP	private static Vector2 DoPaniniProjection(Vector2 screenPos, float actualWidth, float actualHeight, float fieldOfView, float paniniProjectionCropToFit, float paniniProjectionDistance) { }
0x1EEE3	126691	48021	936841	UnityEngine.Rendering	LensFlareCommonSRP	private static Vector2 CalcViewExtents(float actualWidth, float actualHeight, float fieldOfView) { }
0x1EEE4	126692	48247	936844	UnityEngine.Rendering	LensFlareCommonSRP	private static Vector2 CalcCropExtents(float actualWidth, float actualHeight, float fieldOfView, float d) { }
0x1EEE5	126693	48094	936847	UnityEngine.Rendering	LensFlareCommonSRP	private static Vector2 Panini_Generic_Inv(Vector2 projPos, float d) { }
0x1EEE6	126694	38993	936850	UnityEngine.Rendering	LensFlareCommonSRP	private static void .cctor() { }
0x468C	18060	48212	936854	UnityEngine.Rendering	LensFlareCommonSRP	internal static Vector2 <DoLensFlareDataDrivenCommon>g__ComputeLocalSize|40_0(Vector2 rayOff, Vector2 rayOff0, Vector2 curSize, AnimationCurve distortionCurve, ref LensFlareCommonSRP.<>c__DisplayClass40_0 , ref LensFlareCommonSRP.<>c__DisplayClass40_1 , ref LensFlareCommonSRP.<>c__DisplayClass40_2 ) { }
0x1EEE7	126695	48267	936858	UnityEngine.Rendering	LensFlareCommonSRP	internal static float <DoLensFlareDataDrivenCommon>g__RandomRange|40_1(float min, float max) { }
0x1EEED	126701	1114	936897	UnityEngine.Rendering	LensFlareComponentSRP	public LensFlareDataSRP get_lensFlareData() { }
0x1EEEE	126702	48194	936900	UnityEngine.Rendering	LensFlareComponentSRP	public void set_lensFlareData(LensFlareDataSRP value) { }
0x4682	18050	48060	936903	UnityEngine.Rendering	LensFlareComponentSRP	public float celestialProjectedOcclusionRadius(Camera mainCam) { }
0x1EEEF	126703	48173	936906	UnityEngine.Rendering	LensFlareComponentSRP	private void OnEnable() { }
0x1EEF0	126704	48173	936909	UnityEngine.Rendering	LensFlareComponentSRP	private void OnDisable() { }
0x1EEF1	126705	48173	936912	UnityEngine.Rendering	LensFlareComponentSRP	private void OnValidate() { }
0x1EEF2	126706	48173	936915	UnityEngine.Rendering	LensFlareComponentSRP	public void .ctor() { }
0x1EEF3	126707	48384	936918	UnityEngine.Rendering	LensFlareComponentSRP	private static void .cctor() { }
0x1EEF4	126708	48173	937031	UnityEngine.Rendering	LensFlareDataElementSRP	public void .ctor() { }
0x1EEF5	126709	3069	937034	UnityEngine.Rendering	LensFlareDataElementSRP	public float get_localIntensity() { }
0x1EEF6	126710	48172	937037	UnityEngine.Rendering	LensFlareDataElementSRP	public void set_localIntensity(float value) { }
0x1EEF7	126711	1661	937040	UnityEngine.Rendering	LensFlareDataElementSRP	public int get_count() { }
0x1EEF8	126712	48194	937043	UnityEngine.Rendering	LensFlareDataElementSRP	public void set_count(int value) { }
0x1EEF9	126713	48162	937046	UnityEngine.Rendering	LensFlareDataElementSRP	public float get_intensityVariation() { }
0x1EEFA	126714	48172	937049	UnityEngine.Rendering	LensFlareDataElementSRP	public void set_intensityVariation(float value) { }
0x1EEFB	126715	48162	937052	UnityEngine.Rendering	LensFlareDataElementSRP	public float get_fallOff() { }
0x1EEFC	126716	48172	937055	UnityEngine.Rendering	LensFlareDataElementSRP	public void set_fallOff(float value) { }
0x1EEFD	126717	48162	937058	UnityEngine.Rendering	LensFlareDataElementSRP	public float get_edgeOffset() { }
0x1EEFE	126718	48172	937061	UnityEngine.Rendering	LensFlareDataElementSRP	public void set_edgeOffset(float value) { }
0x1EEFF	126719	48186	937064	UnityEngine.Rendering	LensFlareDataElementSRP	public int get_sideCount() { }
0x1EF00	126720	48194	937067	UnityEngine.Rendering	LensFlareDataElementSRP	public void set_sideCount(int value) { }
